Name,District,No,Party,KeywordList
गुण बहादुर बन्जारा क्षेत्री,काठमाडौं,7,नेपाल कम्युनिष्ट पार्टी (संयुक्त),"""गुण बहादुर बन्जारा क्षेत्री"" काठमाडौं 7|""गुण बहादुर बन्जारा क्षेत्री"""
विनोद कुमार गुरुङ,काठमाडौं,7,राष्ट्रिय एकता दल,"""विनोद कुमार गुरुङ"" काठमाडौं 7|""विनोद कुमार गुरुङ"""
बैकुण्ठ फुयाल,काठमाडौं,7,जय मातृभूमि पार्टी,"""बैकुण्ठ फुयाल"" काठमाडौं 7|""बैकुण्ठ फुयाल"""
मणिराम बहादुर प्रधान,काठमाडौं,7,श्रम संस्कृति पार्टी,"""मणिराम बहादुर प्रधान"" काठमाडौं 7|""मणिराम बहादुर प्रधान"""
दिपक मानन्धर,काठमाडौं,7,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""दिपक मानन्धर"" काठमाडौं 7|""दिपक मानन्धर"""
विमला लामा,काठमाडौं,7,उज्यालो नेपाल पार्टी,"""विमला लामा"" काठमाडौं 7|""विमला लामा"""
दिपीन पन्त,काठमाडौं,7,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),"""दिपीन पन्त"" काठमाडौं 7|""दिपीन पन्त"""
प्रदिप भट्टराइ,काठमाडौं,7,आम जनता पार्टी(एकल चुनाव चिन्ह),"""प्रदिप भट्टराइ"" काठमाडौं 7|""प्रदिप भट्टराइ"""
अन्जला बज्राचार्य,काठमाडौं,7,स्वतन्त्र,"""अन्जला बज्राचार्य"" काठमाडौं 7|""अन्जला बज्राचार्य"""
अमन श्रेष्ठ,काठमाडौं,7,स्वतन्त्र,"""अमन श्रेष्ठ"" काठमाडौं 7|""अमन श्रेष्ठ"""
प्रकाश  कुँवर,काठमाडौं,7,स्वतन्त्र,"""प्रकाश  कुँवर"" काठमाडौं 7|""प्रकाश  कुँवर"""
पुष्प बानियाँ,काठमाडौं,7,स्वतन्त्र,"""पुष्प बानियाँ"" काठमाडौं 7|""पुष्प बानियाँ"""
बुद्धि प्रसाद रेग्मी,काठमाडौं,7,स्वतन्त्र,"""बुद्धि प्रसाद रेग्मी"" काठमाडौं 7|""बुद्धि प्रसाद रेग्मी"""
भरत पौडेल,काठमाडौं,7,स्वतन्त्र,"""भरत पौडेल"" काठमाडौं 7|""भरत पौडेल"""
शर्मिला फुयाल,काठमाडौं,7,स्वतन्त्र,"""शर्मिला फुयाल"" काठमाडौं 7|""शर्मिला फुयाल"""
सबिता गमाल,काठमाडौं,7,स्वतन्त्र,"""सबिता गमाल"" काठमाडौं 7|""सबिता गमाल"""
सुजिता श्रेष्ठ,काठमाडौं,7,स्वतन्त्र,"""सुजिता श्रेष्ठ"" काठमाडौं 7|""सुजिता श्रेष्ठ"""
सुमन  पुतुवार  / महर्जन ,काठमाडौं,7,स्वतन्त्र,"""सुमन  पुतुवार  / महर्जन "" काठमाडौं 7|""सुमन  पुतुवार  / महर्जन """
राजेश शाक्य,काठमाडौं,8,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""Rajesh Shaky"" काठमाडौं 8|""राजेश शाक्य"" काठमाडौं 8|""Rajesh Shaky""|""राजेश शाक्य"""
सपना राजभण्डारी,काठमाडौं,8,नेपाली काँग्रेस,"""Spna Rajbhndari"" काठमाडौं 8|""सपना राजभण्डारी"" काठमाडौं 8|""Spna Rajbhndari""|""सपना राजभण्डारी"""
सुमन सायमी,काठमाडौं,8,नेपाली कम्युनिष्ट पार्टी,"""सुमन सायमी"" काठमाडौं 8|""सुमन सायमी"""
विराज भक्त श्रेष्ठ,काठमाडौं,8,राष्ट्रिय स्वतन्त्र पार्टी,"""Viraj Bhkt Shreshth"" काठमाडौं 8|""विराज भक्त श्रेष्ठ"" काठमाडौं 8|""Viraj Bhkt Shreshth""|""विराज भक्त श्रेष्ठ"""
