CandidateName,AGE_YR,Gender,DistrictName,ConstName,PoliticalPartyName,SymbolName
कन्स राज राजवंशी,41,पुरुष,मोरङ,2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
विनोद कुमार सिंह गनगाई,53,पुरुष,मोरङ,2,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता
घनश्याम चौधरी,44,पुरुष,मोरङ,2,जनमत पार्टी,लाउड स्पिकर
धन बहादुर लिम्बु,35,पुरुष,मोरङ,2,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले
धन वहादुर सुनुवार,38,पुरुष,मोरङ,2,राष्ट्रिय परिवर्तन पार्टी,बाँसुरी
अबुहो रैरह,37,पुरुष,मोरङ,2,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो
मेघेन्द्र कुमार रोक्का,43,पुरुष,मोरङ,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल
मनोज कुमार राजवंशी,34,पुरुष,मोरङ,2,"राष्ट्रिय उर्जाशील पार्टी, नेपाल",चापाकल (ट्‍युवेल)
माधव प्रसाद राजवंशी,53,पुरुष,मोरङ,2,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो)
अनिल कुमार साह,42,पुरुष,मोरङ,2,स्वतन्त्र,झोला
नरेश कुमार साह,54,पुरुष,मोरङ,2,स्वतन्त्र,क्यामरा
बुधु रिषिदेव,57,पुरुष,मोरङ,2,स्वतन्त्र,कैंची
राजन निरौला,41,पुरुष,मोरङ,2,स्वतन्त्र,आँप
इरन कुमार राई,55,पुरुष,मोरङ,3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य
शुनिल कुमार शर्मा,48,पुरुष,मोरङ,3,नेपाली काँग्रेस,रुख
डा. देउमान सम्वाहाङफे,58,पुरुष,मोरङ,3,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा
गणेश कार्की,40,पुरुष,मोरङ,3,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी
प्रेम प्रसाद सुवेदी,57,पुरुष,मोरङ,3,राष्ट्रिय प्रजातन्त्र पार्टी,हलो
