Name,District,No,Party,Symbol,KeywordList
बाल कृष्ण यादव,धनुषा,1,स्वतन्त्र,सेलरोटी,"""बाल कृष्ण यादव""|""बाल"" धनुषा|""बाल"" 1|धनुषा 1 चुनाव|#बाल|""बाल कृष्ण यादव"" धनुषा"
मनमोहन प्रसाद यादव,धनुषा,1,स्वतन्त्र,जीप,"""मनमोहन प्रसाद यादव""|""मनमोहन"" धनुषा|""मनमोहन"" 1|धनुषा 1 चुनाव|#मनमोहन|""मनमोहन प्रसाद यादव"" धनुषा"
रमेश्‍वर साहु सुडी,धनुषा,1,स्वतन्त्र,झोला,"""रमेश्‍वर साहु सुडी""|""रमेश्‍वर"" धनुषा|""रमेश्‍वर"" 1|धनुषा 1 चुनाव|#रमेश्‍वर|""रमेश्‍वर साहु सुडी"" धनुषा"
राज नारायण साह,धनुषा,1,स्वतन्त्र,चेसगोटी,"""राज नारायण साह""|""राज"" धनुषा|""राज"" 1|धनुषा 1 चुनाव|#राज|""राज नारायण साह"" धनुषा"
राजेश कुमार सहनी,धनुषा,1,स्वतन्त्र,सिरिन्ज,"""राजेश कुमार सहनी""|""राजेश"" धनुषा|""राजेश"" 1|धनुषा 1 चुनाव|#राजेश|""राजेश कुमार सहनी"" धनुषा"
राम दुलारी महतो,धनुषा,1,स्वतन्त्र,स्प्रे,"""राम दुलारी महतो""|""राम"" धनुषा|""राम"" 1|धनुषा 1 चुनाव|#राम|""राम दुलारी महतो"" धनुषा"
रामपृत दास तत्मा,धनुषा,1,स्वतन्त्र,सोफा,"""रामपृत दास तत्मा""|""रामपृत"" धनुषा|""रामपृत"" 1|धनुषा 1 चुनाव|#रामपृत|""रामपृत दास तत्मा"" धनुषा"
रोशन कुमार साह,धनुषा,1,स्वतन्त्र,ट्रफी,"""रोशन कुमार साह""|""रोशन"" धनुषा|""रोशन"" 1|धनुषा 1 चुनाव|#रोशन|""रोशन कुमार साह"" धनुषा"
लालेश्वर यादव,धनुषा,1,स्वतन्त्र,अनार,"""लालेश्वर यादव""|""लालेश्वर"" धनुषा|""लालेश्वर"" 1|धनुषा 1 चुनाव|#लालेश्वर|""लालेश्वर यादव"" धनुषा"
विजय कुमार यादब,धनुषा,1,स्वतन्त्र,सेफ्टी पिन,"""विजय कुमार यादब""|""विजय"" धनुषा|""विजय"" 1|धनुषा 1 चुनाव|#विजय|""विजय कुमार यादब"" धनुषा"
शारदा देवी घिसिङग्,धनुषा,1,स्वतन्त्र,पानीको जार,"""शारदा देवी घिसिङग्""|""शारदा"" धनुषा|""शारदा"" 1|धनुषा 1 चुनाव|#शारदा|""शारदा देवी घिसिङग्"" धनुषा"
स‌ंजित कुमार साह,धनुषा,1,स्वतन्त्र,नरिवल,"""स‌ंजित कुमार साह""|""स‌ंजित"" धनुषा|""स‌ंजित"" 1|धनुषा 1 चुनाव|#स‌ंजित|""स‌ंजित कुमार साह"" धनुषा"
सुदिप कुमार यादव,धनुषा,1,स्वतन्त्र,केबल कार,"""सुदिप कुमार यादव""|""सुदिप"" धनुषा|""सुदिप"" 1|धनुषा 1 चुनाव|#सुदिप|""सुदिप कुमार यादव"" धनुषा"
सुदिश मंडल,धनुषा,1,स्वतन्त्र,आरी,"""सुदिश मंडल""|""सुदिश"" धनुषा|""सुदिश"" 1|धनुषा 1 चुनाव|#सुदिश|""सुदिश मंडल"" धनुषा"
सुमन विश्‍वकर्मा,धनुषा,1,स्वतन्त्र,भँगेरा,"""सुमन विश्‍वकर्मा""|""सुमन"" धनुषा|""सुमन"" 1|धनुषा 1 चुनाव|#सुमन|""सुमन विश्‍वकर्मा"" धनुषा"
सोचिन्दर यादव,धनुषा,1,स्वतन्त्र,प्रेसर कुकर,"""सोचिन्दर यादव""|""सोचिन्दर"" धनुषा|""सोचिन्दर"" 1|धनुषा 1 चुनाव|#सोचिन्दर|""सोचिन्दर यादव"" धनुषा"
उमाशंकर अरगरिया,धनुषा,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"""उमाशंकर अरगरिया""|""उमाशंकर"" धनुषा|""उमाशंकर"" 2|धनुषा 2 चुनाव|#उमाशंकर|""उमाशंकर अरगरिया"" धनुषा"
दिनेश प्रसाद  यादव परसैला,धनुषा,2,नेपाली काँग्रेस,रुख,"""दिनेश प्रसाद  यादव परसैला""|""दिनेश"" धनुषा|""दिनेश"" 2|धनुषा 2 चुनाव|#दिनेश|""दिनेश प्रसाद  यादव परसैला"" धनुषा"
राम चन्द्र झा,धनुषा,2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"""राम चन्द्र झा""|""राम"" धनुषा|""राम"" 2|धनुषा 2 चुनाव|#राम|""राम चन्द्र झा"" धनुषा"
राम विनोद यादव,धनुषा,2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"""राम विनोद यादव""|""राम"" धनुषा|""राम"" 2|धनुषा 2 चुनाव|#राम|""राम विनोद यादव"" धनुषा"
महेश्वर मंडल,धनुषा,2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"""महेश्वर मंडल""|""महेश्वर"" धनुषा|""महेश्वर"" 2|धनुषा 2 चुनाव|#महेश्वर|""महेश्वर मंडल"" धनुषा"
पशुपति यादव,धनुषा,2,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"""पशुपति यादव""|""पशुपति"" धनुषा|""पशुपति"" 2|धनुषा 2 चुनाव|#पशुपति|""पशुपति यादव"" धनुषा"
